Component,Path,Category,Priority,Status,Sprint,Touch_Targets,Virtualization,Modal_Pattern,Header_Pattern,Notes
"EnhancedMixPresetsPanel","src/components/stem-studio/EnhancedMixPresetsPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ExtendDialog","src/components/stem-studio/ExtendDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"FloatingStudioActions","src/components/stem-studio/FloatingStudioActions.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"GuitarTrackIntegration","src/components/stem-studio/GuitarTrackIntegration.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"IntegratedSectionEditor","src/components/stem-studio/IntegratedSectionEditor.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"KeyboardShortcutsDialog","src/components/stem-studio/KeyboardShortcutsDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"LoopRegionSelector","src/components/stem-studio/LoopRegionSelector.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MixExportDialog","src/components/stem-studio/MixExportDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MixPresetsMenu","src/components/stem-studio/MixPresetsMenu.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"OptimizedStemWaveform","src/components/stem-studio/OptimizedStemWaveform.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"PianoKeyboard","src/components/stem-studio/PianoKeyboard.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ProfessionalQuickPanel","src/components/stem-studio/ProfessionalQuickPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"QuickCompare","src/components/stem-studio/QuickCompare.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"RemixDialog","src/components/stem-studio/RemixDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ReplacementHistoryPanel","src/components/stem-studio/ReplacementHistoryPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ReplacementProgressIndicator","src/components/stem-studio/ReplacementProgressIndicator.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionComparePanel","src/components/stem-studio/SectionComparePanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionEditorPanel","src/components/stem-studio/SectionEditorPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionPicker","src/components/stem-studio/SectionPicker.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionPreviewPlayer","src/components/stem-studio/SectionPreviewPlayer.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionQuickActions","src/components/stem-studio/SectionQuickActions.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionReplacementPanel","src/components/stem-studio/SectionReplacementPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionSelector","src/components/stem-studio/SectionSelector.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionTimelineVisualization","src/components/stem-studio/SectionTimelineVisualization.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionWaveformPreview","src/components/stem-studio/SectionWaveformPreview.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemChannel","src/components/stem-studio/StemChannel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemDownloadPanel","src/components/stem-studio/StemDownloadPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemReferenceDialog","src/components/stem-studio/StemReferenceDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemSeparationModeDialog","src/components/stem-studio/StemSeparationModeDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemSeparationProgress","src/components/stem-studio/StemSeparationProgress.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStateIndicator","src/components/stem-studio/StemStateIndicator.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioContent","src/components/stem-studio/StemStudioContent.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioTutorial","src/components/stem-studio/StemStudioTutorial.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemWaveform","src/components/stem-studio/StemWaveform.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioContextTips","src/components/stem-studio/StudioContextTips.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioHints","src/components/stem-studio/StudioHints.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioLoadingStates","src/components/stem-studio/StudioLoadingStates.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioLyricsPanel","src/components/stem-studio/StudioLyricsPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioLyricsPanelCompact","src/components/stem-studio/StudioLyricsPanelCompact.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioQuickActions","src/components/stem-studio/StudioQuickActions.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioTimeline","src/components/stem-studio/StudioTimeline.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TrackStudioContent","src/components/stem-studio/TrackStudioContent.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TranscriptionExportPanel","src/components/stem-studio/TranscriptionExportPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TrimDialog","src/components/stem-studio/TrimDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TrimRegionSelector","src/components/stem-studio/TrimRegionSelector.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedWaveformTimeline","src/components/stem-studio/UnifiedWaveformTimeline.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"VersionTimeline","src/components/stem-studio/VersionTimeline.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"VocalReplacementDialog","src/components/stem-studio/VocalReplacementDialog.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioHeader","src/components/stem-studio/core/StemStudioHeader.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioMixer","src/components/stem-studio/core/StemStudioMixer.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioPlayer","src/components/stem-studio/core/StemStudioPlayer.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemStudioTimeline","src/components/stem-studio/core/StemStudioTimeline.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"CompressorControl","src/components/stem-studio/effects/CompressorControl.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"EqualizerControl","src/components/stem-studio/effects/EqualizerControl.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareCompressorPanel","src/components/stem-studio/effects/HardwareCompressorPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareEQPanel","src/components/stem-studio/effects/HardwareEQPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareReverbPanel","src/components/stem-studio/effects/HardwareReverbPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ReverbControl","src/components/stem-studio/effects/ReverbControl.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemEffectsPanel","src/components/stem-studio/effects/StemEffectsPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareChannelStrip","src/components/stem-studio/hardware/HardwareChannelStrip.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareEffectsRack","src/components/stem-studio/hardware/HardwareEffectsRack.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"HardwareMixer","src/components/stem-studio/hardware/HardwareMixer.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MasterSection","src/components/stem-studio/hardware/MasterSection.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionEditorMobile","src/components/stem-studio/mobile/SectionEditorMobile.tsx","Mobile Component","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemActionsSheet","src/components/stem-studio/mobile/StemActionsSheet.tsx","Mobile Component","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemAnalysisSheet","src/components/stem-studio/mobile/StemAnalysisSheet.tsx","Mobile Component","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemTranscriptionSheet","src/components/stem-studio/mobile/StemTranscriptionSheet.tsx","Mobile Component","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemsMobilePanel","src/components/stem-studio/panels/StemsMobilePanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioAnalysisPanel","src/components/stem-studio/panels/StudioAnalysisPanel.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionActions","src/components/stem-studio/section-editor/SectionActions.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionEditorHeader","src/components/stem-studio/section-editor/SectionEditorHeader.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionLyricsEditor","src/components/stem-studio/section-editor/SectionLyricsEditor.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionPresets","src/components/stem-studio/section-editor/SectionPresets.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionPromptInput","src/components/stem-studio/section-editor/SectionPromptInput.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionValidation","src/components/stem-studio/section-editor/SectionValidation.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"EditorTabContent","src/components/stem-studio/tabs/EditorTabContent.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"EffectsTabContent","src/components/stem-studio/tabs/EffectsTabContent.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"LyricsTabContent","src/components/stem-studio/tabs/LyricsTabContent.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AddTrackDialog","src/components/studio/AddTrackDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AudioErrorBoundary","src/components/studio/AudioErrorBoundary.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AudioLoadingProgress","src/components/studio/AudioLoadingProgress.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AudioUpscaleButton","src/components/studio/AudioUpscaleButton.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"BatchTranscriptionPanel","src/components/studio/BatchTranscriptionPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"InstrumentalGeneratorPanel","src/components/studio/InstrumentalGeneratorPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"KeyboardShortcutsDialog","src/components/studio/KeyboardShortcutsDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"KlangioToolsPanel","src/components/studio/KlangioToolsPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"LegacyStudioRedirect","src/components/studio/LegacyStudioRedirect.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MidiFilesCard","src/components/studio/MidiFilesCard.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MidiPlayerCard","src/components/studio/MidiPlayerCard.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MidiViewerPanel","src/components/studio/MidiViewerPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileAudioWarning","src/components/studio/MobileAudioWarning.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MultiTrackStudioLayout","src/components/studio/MultiTrackStudioLayout.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"NotesViewerDialog","src/components/studio/NotesViewerDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"OfflineIndicator","src/components/studio/OfflineIndicator.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ProfessionalArchiveExport","src/components/studio/ProfessionalArchiveExport.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ReferenceFromStemDialog","src/components/studio/ReferenceFromStemDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SFXGeneratorPanel","src/components/studio/SFXGeneratorPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemLoadingProgress","src/components/studio/StemLoadingProgress.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemNotesPreview","src/components/studio/StemNotesPreview.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemTrackSkeleton","src/components/studio/StemTrackSkeleton.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TranscriptionInProgress","src/components/studio/TranscriptionInProgress.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UndoRedoControls","src/components/studio/UndoRedoControls.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedNotesViewer","src/components/studio/UnifiedNotesViewer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"VirtualizedStemList","src/components/studio/VirtualizedStemList.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemActionSheet","src/components/studio/actions/StemActionSheet.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioActionsFAB","src/components/studio/actions/StudioActionsFAB.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioActionsPanel","src/components/studio/actions/StudioActionsPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"CrossfadePreview","src/components/studio/editor/CrossfadePreview.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ReplacementTimelineOverlay","src/components/studio/editor/ReplacementTimelineOverlay.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionEditorSheet","src/components/studio/editor/SectionEditorSheet.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionReplacementHistory","src/components/studio/editor/SectionReplacementHistory.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SmartSectionEditor","src/components/studio/editor/SmartSectionEditor.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SynchronizedSectionLyrics","src/components/studio/editor/SynchronizedSectionLyrics.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"WaveformRangeSelector","src/components/studio/editor/WaveformRangeSelector.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AdaptivePlayerBar","src/components/studio/layout/AdaptivePlayerBar.tsx","Layout","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"CleanStudioLayout","src/components/studio/layout/CleanStudioLayout.tsx","Layout","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioHeader","src/components/studio/layout/StudioHeader.tsx","Layout","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioPlayerBar","src/components/studio/layout/StudioPlayerBar.tsx","Layout","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedStudioLayout","src/components/studio/layout/UnifiedStudioLayout.tsx","Layout","P2","Unified","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioActionsPanel","src/components/studio/panels/StudioActionsPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"EnhancedContextTips","src/components/studio/shared/EnhancedContextTips.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioOnboarding","src/components/studio/shared/StudioOnboarding.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"VersionTree","src/components/studio/shared/VersionTree.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AudioClipBlock","src/components/studio/timeline/AudioClipBlock.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MultiTrackTimeline","src/components/studio/timeline/MultiTrackTimeline.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"Playhead","src/components/studio/timeline/Playhead.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ProfessionalWaveformTimeline","src/components/studio/timeline/ProfessionalWaveformTimeline.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TimelineRuler","src/components/studio/timeline/TimelineRuler.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TrackLaneRow","src/components/studio/timeline/TrackLaneRow.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AIActionsFAB","src/components/studio/unified/AIActionsFAB.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AddInstrumentalDrawer","src/components/studio/unified/AddInstrumentalDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AddTrackDrawer","src/components/studio/unified/AddTrackDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AddVocalsDrawer","src/components/studio/unified/AddVocalsDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AudioMeter","src/components/studio/unified/AudioMeter.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"AutoSaveIndicator","src/components/studio/unified/AutoSaveIndicator.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ChordOverlay","src/components/studio/unified/ChordOverlay.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ChordSheet","src/components/studio/unified/ChordSheet.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"EnhancedVersionTimeline","src/components/studio/unified/EnhancedVersionTimeline.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ExportMixDialog","src/components/studio/unified/ExportMixDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"ImportAudioDialog","src/components/studio/unified/ImportAudioDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"InstrumentalResultHandler","src/components/studio/unified/InstrumentalResultHandler.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"IntegratedStemTracks","src/components/studio/unified/IntegratedStemTracks.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"KlangioAnalysisPanel","src/components/studio/unified/KlangioAnalysisPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MixerChannel","src/components/studio/unified/MixerChannel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileActionsContent","src/components/studio/unified/MobileActionsContent.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileDAWTimeline","src/components/studio/unified/MobileDAWTimeline.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileMixerContent","src/components/studio/unified/MobileMixerContent.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobilePlayerContent","src/components/studio/unified/MobilePlayerContent.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileSectionsContent","src/components/studio/unified/MobileSectionsContent.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileSectionsView","src/components/studio/unified/MobileSectionsView.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileStudioLayout","src/components/studio/unified/MobileStudioLayout.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileStudioPlayerBar","src/components/studio/unified/MobileStudioPlayerBar.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileStudioTabs","src/components/studio/unified/MobileStudioTabs.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"MobileTracksContent","src/components/studio/unified/MobileTracksContent.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"NotationDrawer","src/components/studio/unified/NotationDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"PianoRoll","src/components/studio/unified/PianoRoll.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"RecordTrackDrawer","src/components/studio/unified/RecordTrackDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SaveResultDialog","src/components/studio/unified/SaveResultDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SaveVersionDialog","src/components/studio/unified/SaveVersionDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionVariantOverlay","src/components/studio/unified/SectionVariantOverlay.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SortableTrackList","src/components/studio/unified/SortableTrackList.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemActionSheet","src/components/studio/unified/StemActionSheet.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemEffectsDrawer","src/components/studio/unified/StemEffectsDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StemMidiDrawer","src/components/studio/unified/StemMidiDrawer.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioActionsSheet","src/components/studio/unified/StudioActionsSheet.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioActivityLog","src/components/studio/unified/StudioActivityLog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioArrangementDialog","src/components/studio/unified/StudioArrangementDialog.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioDownloadPanel","src/components/studio/unified/StudioDownloadPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioMixerPanel","src/components/studio/unified/StudioMixerPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioNotationPanel","src/components/studio/unified/StudioNotationPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioPendingTrackRow","src/components/studio/unified/StudioPendingTrackRow.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioSectionOverlay","src/components/studio/unified/StudioSectionOverlay.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioShell","src/components/studio/unified/StudioShell.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioSkeletons","src/components/studio/unified/StudioSkeletons.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioTrackRow","src/components/studio/unified/StudioTrackRow.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioTranscriptionPanel","src/components/studio/unified/StudioTranscriptionPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioTransport","src/components/studio/unified/StudioTransport.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioVersionSelector","src/components/studio/unified/StudioVersionSelector.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"StudioWaveformTimeline","src/components/studio/unified/StudioWaveformTimeline.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TrackLanesPanel","src/components/studio/unified/TrackLanesPanel.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedDAWLayout","src/components/studio/unified/UnifiedDAWLayout.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedStudioContent","src/components/studio/unified/UnifiedStudioContent.tsx","Studio","P2","Unified","Sprint 2-3","Pending","N/A","N/A","N/A",""
"UnifiedStudioMobile","src/components/studio/unified/UnifiedStudioMobile.tsx","Studio","P2","Unified","Sprint 2-3","Pending","N/A","N/A","N/A",""
"WaveformAnalysisOverlay","src/components/studio/unified/WaveformAnalysisOverlay.tsx","Studio","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"LongPromptAssistant","src/components/suno/LongPromptAssistant.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SectionBlock","src/components/suno/SectionBlock.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SunoBlockEditor","src/components/suno/SunoBlockEditor.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SunoTagsCheatSheet","src/components/suno/SunoTagsCheatSheet.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"SunoTimeline","src/components/suno/SunoTimeline.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"TagMenu","src/components/suno/TagMenu.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
"GuitarTabEditor","src/components/tab-editor/GuitarTabEditor.tsx","Other","P2","Pending","Sprint 2-3","Pending","N/A","N/A","N/A",""
